flight_number,flight_boarding_pt,flight_boarding_time,destination,menu_cycle,itemcategory,adults,children,elders,middle aged,teenagers,c,f,m,africa,americas,asia,europe,oceania,asian,asian / japanese,continental / european,indian,middle eastern,middle eastern / gulf,year,month,quarter,week,day,dayofweek,meal,dishsubcategory,pax_count
406,DXB,15:00.0,MEL,C ,Lunch,14,1,20,36,2,,34,43,,1,3,8,60,0,0,0,0,0,0,2018,6,2,26,30,5,1,Red Meat,76
406,DXB,15:00.0,MEL,C ,Lunch,14,1,20,36,2,,34,43,,1,3,8,60,0,0,1,0,0,0,2018,6,2,26,30,5,1,Seafood,76
407,MEL,25:00.0,DXB,A ,Dinner,17,3,20,38,6,3,39,42,,7,2,5,70,0,0,1,0,0,0,2018,6,2,25,24,6,1,Poultry,84
407,MEL,25:00.0,DXB,A ,Dinner,17,3,20,38,6,3,39,42,,7,2,5,70,0,0,0,0,0,0,2018,6,2,25,24,6,1,Red Meat,84
407,MEL,25:00.0,DXB,A ,Dinner,17,3,20,38,6,3,39,42,,7,2,5,70,0,0,1,0,0,0,2018,6,2,25,24,6,1,Seafood,84
407,MEL,25:00.0,DXB,A ,Dinner,15,1,22,32,,,36,35,,1,5,6,57,0,0,1,0,0,0,2018,6,2,26,25,0,1,Poultry,70
407,MEL,25:00.0,DXB,A ,Dinner,15,1,22,32,,,36,35,,1,5,6,57,0,0,0,0,0,0,2018,6,2,26,25,0,1,Red Meat,70
407,MEL,25:00.0,DXB,A ,Dinner,15,1,22,32,,,36,35,,1,5,6,57,0,0,1,0,0,0,2018,6,2,26,25,0,1,Seafood,70
407,MEL,25:00.0,DXB,A ,Dinner,12,1,29,35,3,1,41,45,,2,5,14,59,0,0,1,0,0,0,2018,6,2,26,26,1,1,Poultry,87
407,MEL,25:00.0,DXB,A ,Dinner,12,1,29,35,3,1,41,45,,2,5,14,59,0,0,0,0,0,0,2018,6,2,26,26,1,1,Red Meat,87
407,MEL,25:00.0,DXB,A ,Dinner,12,1,29,35,3,1,41,45,,2,5,14,59,0,0,1,0,0,0,2018,6,2,26,26,1,1,Seafood,87
407,MEL,25:00.0,DXB,A ,Dinner,11,2,21,41,5,2,37,43,,,,11,69,0,0,1,0,0,0,2018,6,2,26,27,2,1,Poultry,82
407,MEL,25:00.0,DXB,A ,Dinner,11,2,21,41,5,2,37,43,,,,11,69,0,0,0,0,0,0,2018,6,2,26,27,2,1,Red Meat,82
407,MEL,25:00.0,DXB,A ,Dinner,11,2,21,41,5,2,37,43,,,,11,69,0,0,1,0,0,0,2018,6,2,26,27,2,1,Seafood,82
407,MEL,25:00.0,DXB,A ,Dinner,8,4,23,40,3,4,31,43,,1,4,17,56,0,0,1,0,0,0,2018,6,2,26,28,3,1,Poultry,78
407,MEL,25:00.0,DXB,A ,Dinner,8,4,23,40,3,4,31,43,,1,4,17,56,0,0,0,0,0,0,2018,6,2,26,28,3,1,Red Meat,78
407,MEL,25:00.0,DXB,A ,Dinner,8,4,23,40,3,4,31,43,,1,4,17,56,0,0,1,0,0,0,2018,6,2,26,28,3,1,Seafood,78
407,MEL,25:00.0,DXB,A ,Dinner,5,,7,25,3,,33,45,,,1,4,35,0,0,1,0,0,0,2018,6,2,26,29,4,1,Poultry,78
407,MEL,25:00.0,DXB,A ,Dinner,5,,7,25,3,,33,45,,,1,4,35,0,0,0,0,0,0,2018,6,2,26,29,4,1,Red Meat,78
407,MEL,25:00.0,DXB,A ,Dinner,5,,7,25,3,,33,45,,,1,4,35,0,0,1,0,0,0,2018,6,2,26,29,4,1,Seafood,78
407,MEL,25:00.0,DXB,A ,Dinner,5,5,16,28,1,8,25,44,1,2,2,12,30,0,0,1,0,0,0,2018,6,2,26,30,5,1,Poultry,77
407,MEL,25:00.0,DXB,A ,Dinner,5,5,16,28,1,8,25,44,1,2,2,12,30,0,0,0,0,0,0,2018,6,2,26,30,5,1,Red Meat,77
407,MEL,25:00.0,DXB,A ,Dinner,5,5,16,28,1,8,25,44,1,2,2,12,30,0,0,1,0,0,0,2018,6,2,26,30,5,1,Seafood,77
407,MEL,15:00.0,DXB,B ,Dinner,12,2,23,14,,4,29,35,,,5,10,29,0,0,1,0,0,0,2018,7,3,26,1,6,1,Poultry,68
407,MEL,15:00.0,DXB,B ,Dinner,12,2,23,14,,4,29,35,,,5,10,29,0,0,1,0,0,0,2018,7,3,26,1,6,1,Red Meat,68
407,MEL,15:00.0,DXB,B ,Dinner,12,2,23,14,,4,29,35,,,5,10,29,0,0,1,0,0,0,2018,7,3,26,1,6,1,Seafood,68
704,MRU,50:00.0,DXB,C ,Dinner,10,2,3,24,1,2,15,23,8,1,3,28,,0,0,0,0,0,0,2018,6,2,25,24,6,1,Poultry,40
704,MRU,50:00.0,DXB,C ,Dinner,10,2,3,24,1,2,15,23,8,1,3,28,,0,0,0,0,0,0,2018,6,2,25,24,6,1,Red Meat,40
704,MRU,50:00.0,DXB,C ,Dinner,10,2,3,24,1,2,15,23,8,1,3,28,,0,0,0,0,0,0,2018,6,2,25,24,6,1,Seafood,40
704,MRU,50:00.0,DXB,C ,Dinner,18,2,8,17,,2,10,34,8,4,5,27,1,0,0,0,0,0,0,2018,6,2,26,25,0,1,Poultry,46
704,MRU,50:00.0,DXB,C ,Dinner,18,2,8,17,,2,10,34,8,4,5,27,1,0,0,0,0,0,0,2018,6,2,26,25,0,1,Red Meat,46
704,MRU,50:00.0,DXB,C ,Dinner,18,2,8,17,,2,10,34,8,4,5,27,1,0,0,0,0,0,0,2018,6,2,26,25,0,1,Seafood,46
704,MRU,50:00.0,DXB,C ,Dinner,22,8,8,19,3,8,15,39,7,4,5,42,2,0,0,0,0,0,0,2018,6,2,26,26,1,1,Poultry,62
704,MRU,50:00.0,DXB,C ,Dinner,22,8,8,19,3,8,15,39,7,4,5,42,2,0,0,0,0,0,0,2018,6,2,26,26,1,1,Red Meat,62
704,MRU,50:00.0,DXB,C ,Dinner,22,8,8,19,3,8,15,39,7,4,5,42,2,0,0,0,0,0,0,2018,6,2,26,26,1,1,Seafood,62
704,MRU,50:00.0,DXB,C ,Dinner,12,2,2,13,2,2,9,20,5,,4,22,,0,0,0,0,0,0,2018,6,2,26,27,2,1,Poultry,31
704,MRU,50:00.0,DXB,C ,Dinner,12,2,2,13,2,2,9,20,5,,4,22,,0,0,0,0,0,0,2018,6,2,26,27,2,1,Red Meat,31
704,MRU,50:00.0,DXB,C ,Dinner,12,2,2,13,2,2,9,20,5,,4,22,,0,0,0,0,0,0,2018,6,2,26,27,2,1,Seafood,31
704,MRU,50:00.0,DXB,C ,Dinner,17,1,11,24,1,,21,38,23,1,5,18,1,0,0,0,0,0,0,2018,6,2,26,28,3,1,Poultry,58
704,MRU,50:00.0,DXB,C ,Dinner,17,1,11,24,1,,21,38,23,1,5,18,1,0,0,0,0,0,0,2018,6,2,26,28,3,1,Red Meat,58
704,MRU,50:00.0,DXB,C ,Dinner,17,1,11,24,1,,21,38,23,1,5,18,1,0,0,0,0,0,0,2018,6,2,26,28,3,1,Seafood,58
704,MRU,50:00.0,DXB,C ,Dinner,11,2,4,14,1,2,15,21,8,1,3,19,,0,0,0,0,0,0,2018,6,2,26,29,4,1,Poultry,38
704,MRU,50:00.0,DXB,C ,Dinner,11,2,4,14,1,2,15,21,8,1,3,19,,0,0,0,0,0,0,2018,6,2,26,29,4,1,Red Meat,38
704,MRU,50:00.0,DXB,C ,Dinner,11,2,4,14,1,2,15,21,8,1,3,19,,0,0,0,0,0,0,2018,6,2,26,29,4,1,Seafood,38
704,MRU,50:00.0,DXB,C ,Dinner,6,9,7,14,1,10,14,20,6,2,2,25,,0,0,0,0,0,0,2018,6,2,26,30,5,1,Poultry,44
704,MRU,50:00.0,DXB,C ,Dinner,6,9,7,14,1,10,14,20,6,2,2,25,,0,0,0,0,0,0,2018,6,2,26,30,5,1,Red Meat,44
704,MRU,50:00.0,DXB,C ,Dinner,6,9,7,14,1,10,14,20,6,2,2,25,,0,0,0,0,0,0,2018,6,2,26,30,5,1,Seafood,44
704,MRU,50:00.0,DXB,D ,Dinner,6,2,8,18,2,2,20,19,4,,2,28,,0,0,0,0,0,0,2018,7,3,26,1,6,1,Poultry,40
704,MRU,50:00.0,DXB,D ,Dinner,6,2,8,18,2,2,20,19,4,,2,28,,0,0,0,0,0,0,2018,7,3,26,1,6,1,Red Meat,40
704,MRU,50:00.0,DXB,D ,Dinner,6,2,8,18,2,2,20,19,4,,2,28,,0,0,0,0,0,0,2018,7,3,26,1,6,1,Seafood,40
773,CPT,05:00.0,DXB,A ,Lunch,8,2,10,21,2,1,15,31,17,5,3,17,1,0,0,0,0,0,0,2018,6,2,25,24,6,1,Poultry,46
773,CPT,05:00.0,DXB,A ,Lunch,8,2,10,21,2,1,15,31,17,5,3,17,1,0,0,0,0,0,0,2018,6,2,25,24,6,1,Red Meat,46
773,CPT,05:00.0,DXB,A ,Lunch,8,2,10,21,2,1,15,31,17,5,3,17,1,0,0,0,0,0,0,2018,6,2,25,24,6,1,Seafood,46
773,CPT,05:00.0,DXB,A ,Lunch,5,4,12,17,3,4,11,26,15,14,4,8,,0,0,0,0,0,0,2018,6,2,26,25,0,1,Poultry,41
773,CPT,05:00.0,DXB,A ,Lunch,5,4,12,17,3,4,11,26,15,14,4,8,,0,0,0,0,0,0,2018,6,2,26,25,0,1,Red Meat,41
773,CPT,05:00.0,DXB,A ,Lunch,5,4,12,17,3,4,11,26,15,14,4,8,,0,0,0,0,0,0,2018,6,2,26,25,0,1,Seafood,41
773,CPT,05:00.0,DXB,A ,Lunch,12,,4,15,4,,19,16,8,14,4,9,,0,0,0,0,0,0,2018,6,2,26,26,1,1,Poultry,35
773,CPT,05:00.0,DXB,A ,Lunch,12,,4,15,4,,19,16,8,14,4,9,,0,0,0,0,0,0,2018,6,2,26,26,1,1,Red Meat,35
773,CPT,05:00.0,DXB,A ,Lunch,12,,4,15,4,,19,16,8,14,4,9,,0,0,0,0,0,0,2018,6,2,26,26,1,1,Seafood,35
773,CPT,05:00.0,DXB,A ,Lunch,9,3,4,16,4,2,9,26,9,5,15,6,1,0,0,0,0,0,0,2018,6,2,26,27,2,1,Poultry,36
773,CPT,05:00.0,DXB,A ,Lunch,9,3,4,16,4,2,9,26,9,5,15,6,1,0,0,0,0,0,0,2018,6,2,26,27,2,1,Red Meat,36
773,CPT,05:00.0,DXB,A ,Lunch,9,3,4,16,4,2,9,26,9,5,15,6,1,0,0,0,0,0,0,2018,6,2,26,27,2,1,Seafood,36
773,CPT,05:00.0,DXB,A ,Lunch,12,2,5,16,2,3,15,23,13,19,1,3,,0,0,0,0,0,0,2018,6,2,26,28,3,1,Poultry,41
773,CPT,05:00.0,DXB,A ,Lunch,12,2,5,16,2,3,15,23,13,19,1,3,,0,0,0,0,0,0,2018,6,2,26,28,3,1,Red Meat,41
773,CPT,05:00.0,DXB,A ,Lunch,12,2,5,16,2,3,15,23,13,19,1,3,,0,0,0,0,0,0,2018,6,2,26,28,3,1,Seafood,41
773,CPT,05:00.0,DXB,A ,Lunch,6,2,6,15,1,2,14,17,11,7,4,6,1,0,0,0,0,0,0,2018,6,2,26,29,4,1,Poultry,33
773,CPT,05:00.0,DXB,A ,Lunch,6,2,6,15,1,2,14,17,11,7,4,6,1,0,0,0,0,0,0,2018,6,2,26,29,4,1,Red Meat,33
773,CPT,05:00.0,DXB,A ,Lunch,6,2,6,15,1,2,14,17,11,7,4,6,1,0,0,0,0,0,0,2018,6,2,26,29,4,1,Seafood,33
773,CPT,05:00.0,DXB,A ,Lunch,4,,3,30,,,18,20,1,5,30,,,0,0,0,0,0,0,2018,6,2,26,30,5,1,Poultry,38
773,CPT,05:00.0,DXB,A ,Lunch,4,,3,30,,,18,20,1,5,30,,,0,0,0,0,0,0,2018,6,2,26,30,5,1,Red Meat,38
773,CPT,05:00.0,DXB,A ,Lunch,4,,3,30,,,18,20,1,5,30,,,0,0,0,0,0,0,2018,6,2,26,30,5,1,Seafood,38
