meals_future_data_june_18_24_25.flight_number,meals_future_data_june_18_24_25.flight_boarding_pt,meals_future_data_june_18_24_25.flight_boarding_time,meals_future_data_june_18_24_25.destination,meals_future_data_june_18_24_25.menu_cycle,meals_future_data_june_18_24_25.itemcategory,meals_future_data_june_18_24_25.adults,meals_future_data_june_18_24_25.children,meals_future_data_june_18_24_25.elders,meals_future_data_june_18_24_25.middle aged,meals_future_data_june_18_24_25.teenagers,meals_future_data_june_18_24_25.unknown,meals_future_data_june_18_24_25.c,meals_future_data_june_18_24_25.f,meals_future_data_june_18_24_25.m,meals_future_data_june_18_24_25.unknown column,meals_future_data_june_18_24_25.africa,meals_future_data_june_18_24_25.americas,meals_future_data_june_18_24_25.asia,meals_future_data_june_18_24_25.europe,meals_future_data_june_18_24_25.oceania,meals_future_data_june_18_24_25.unknown country region,meals_future_data_june_18_24_25.unknown cuisine,meals_future_data_june_18_24_25.asian,meals_future_data_june_18_24_25.asian / japanese,meals_future_data_june_18_24_25.continental / european,meals_future_data_june_18_24_25.indian,meals_future_data_june_18_24_25.middle eastern,meals_future_data_june_18_24_25.middle eastern / gulf,meals_future_data_june_18_24_25.flight_boarding_time_conv,meals_future_data_june_18_24_25.year,meals_future_data_june_18_24_25.month,meals_future_data_june_18_24_25.quarter,meals_future_data_june_18_24_25.week,meals_future_data_june_18_24_25.day,meals_future_data_june_18_24_25.meal,meals_future_data_june_18_24_25.dishsubcategory,meals_future_data_june_18_24_25.pax_count
88,ZRH,2.01806E+11,HDX,C,Lunch,18,7,9,26,,10,6,24,40,,,1,41,6,8,14,1,0,0,0,0,0,0,25:00.0,2018,6,2,26,30,1,Poultry,69
88,ZRH,2.01806E+11,HDX,C,Lunch,18,7,9,26,,10,6,24,40,,,1,41,6,8,14,1,0,0,0,0,0,0,25:00.0,2018,6,2,26,30,1,Seafood,69
88,ZRH,2.01806E+11,HDX,C,Lunch,18,7,9,26,,10,6,24,40,,,1,41,6,8,14,1,0,0,0,0,0,0,25:00.0,2018,6,2,26,30,1,Red Meat,69
140,PRG,2.01806E+11,GDX,C,Lunch,16,3,10,16,,,2,14,29,,,3,22,7,13,,1,0,0,0,0,0,0,55:00.0,2018,6,2,26,26,1,Poultry,44
140,PRG,2.01806E+11,GDX,C,Lunch,16,3,10,16,,,2,14,29,,,3,22,7,13,,0,0,0,1,0,0,0,55:00.0,2018,6,2,26,26,1,Seafood,44
140,PRG,2.01806E+11,GDX,C,Lunch,16,3,10,16,,,2,14,29,,,3,22,7,13,,1,0,0,0,0,0,0,55:00.0,2018,6,2,26,26,1,Red Meat,44
6,LHR,2.01806E+11,RDX,C,Dinner,24,3,16,35,,1,3,22,54,,6,,16,33,23,1,1,0,0,0,0,0,0,15:00.0,2018,6,2,25,24,1,Red Meat,79
6,LHR,2.01806E+11,RDX,C,Dinner,24,3,16,35,,1,3,22,54,,6,,16,33,23,1,1,0,0,0,0,0,0,15:00.0,2018,6,2,25,24,1,Seafood,79
6,LHR,2.01806E+11,RDX,C,Dinner,24,3,16,35,,1,3,22,54,,6,,16,33,23,1,1,0,0,0,0,0,0,15:00.0,2018,6,2,25,24,1,Poultry,79
46,FRA,2.01806E+11,ADX,C,Lunch,26,1,6,25,5,1,1,17,46,,1,,15,46,1,1,1,0,0,0,0,0,0,15:00.0,2018,6,2,25,24,1,Seafood,64
46,FRA,2.01806E+11,ADX,C,Lunch,26,1,6,25,5,1,1,17,46,,1,,15,46,1,1,1,0,0,0,0,0,0,15:00.0,2018,6,2,25,24,1,Poultry,64
46,FRA,2.01806E+11,ADX,C,Lunch,26,1,6,25,5,1,1,17,46,,1,,15,46,1,1,0,0,0,1,0,0,0,15:00.0,2018,6,2,25,24,1,Red Meat,64
73,DXB,2.01806E+11,BCD,C,Lunch,54,4,8,20,,1,2,11,74,,4,3,10,65,4,1,1,0,0,0,0,0,0,20:00.0,2018,6,2,26,25,1,Poultry,87
73,DXB,2.01806E+11,BCD,C,Lunch,54,4,8,20,,1,2,11,74,,4,3,10,65,4,1,1,0,0,0,0,0,0,20:00.0,2018,6,2,26,25,1,Red Meat,87
73,DXB,2.01806E+11,BCD,C,Lunch,54,4,8,20,,1,2,11,74,,4,3,10,65,4,1,1,0,0,0,0,0,0,20:00.0,2018,6,2,26,25,1,Seafood,87
773,CPT,2.01806E+11,TDX,A,Lunch,6,2,6,15,1,3,2,14,17,,11,7,4,6,1,4,1,0,0,0,0,0,0,05:00.0,2018,6,2,26,29,1,Poultry,33
773,CPT,2.01806E+11,TDX,A,Lunch,6,2,6,15,1,3,2,14,17,,11,7,4,6,1,4,1,0,0,0,0,0,0,05:00.0,2018,6,2,26,29,1,Red Meat,33
773,CPT,2.01806E+11,TDX,A,Lunch,6,2,6,15,1,3,2,14,17,,11,7,4,6,1,4,1,0,0,0,0,0,0,05:00.0,2018,6,2,26,29,1,Seafood,33
74,CDG,2.01806E+11,GDX,C,Lunch,24,,12,47,2,3,,28,60,,1,4,23,47,9,4,0,0,0,1,0,0,0,35:00.0,2018,6,2,25,24,1,Seafood,88
74,CDG,2.01806E+11,GDX,C,Lunch,24,,12,47,2,3,,28,60,,1,4,23,47,9,4,1,0,0,0,0,0,0,35:00.0,2018,6,2,25,24,1,Red Meat,88
74,CDG,2.01806E+11,GDX,C,Lunch,24,,12,47,2,3,,28,60,,1,4,23,47,9,4,1,0,0,0,0,0,0,35:00.0,2018,6,2,25,24,1,Poultry,88
81,DXB,2.01806E+11,BLY,C,Lunch,2,3,2,5,,,3,5,4,,1,,,11,,,1,0,0,0,0,0,0,35:00.0,2018,6,2,26,30,1,Red Meat,12
81,DXB,2.01806E+11,BLY,C,Lunch,2,3,2,5,,,3,5,4,,1,,,11,,,1,0,0,0,0,0,0,35:00.0,2018,6,2,26,30,1,Poultry,12
81,DXB,2.01806E+11,BLY,C,Lunch,2,3,2,5,,,3,5,4,,1,,,11,,,1,0,0,0,0,0,0,35:00.0,2018,6,2,26,30,1,Seafood,12
88,ZRH,2.01806E+11,HDX,C,Lunch,10,1,8,17,,2,1,11,26,,1,1,20,12,1,3,1,0,0,0,0,0,0,25:00.0,2018,6,2,26,29,1,Seafood,38
88,ZRH,2.01806E+11,HDX,C,Lunch,10,1,8,17,,2,1,11,26,,1,1,20,12,1,3,1,0,0,0,0,0,0,25:00.0,2018,6,2,26,29,1,Red Meat,38
88,ZRH,2.01806E+11,HDX,C,Lunch,10,1,8,17,,2,1,11,26,,1,1,20,12,1,3,1,0,0,0,0,0,0,25:00.0,2018,6,2,26,29,1,Poultry,38
704,MRU,2.01807E+11,UDX,D,Dinner,6,2,8,18,2,5,2,20,19,,4,,2,28,,7,1,0,0,0,0,0,0,50:00.0,2018,7,3,26,1,1,Seafood,40
704,MRU,2.01807E+11,UDX,D,Dinner,6,2,8,18,2,5,2,20,19,,4,,2,28,,7,1,0,0,0,0,0,0,50:00.0,2018,7,3,26,1,1,Red Meat,40
704,MRU,2.01807E+11,UDX,D,Dinner,6,2,8,18,2,5,2,20,19,,4,,2,28,,7,1,0,0,0,0,0,0,50:00.0,2018,7,3,26,1,1,Poultry,40
46,FRA,2.01806E+11,ADX,C,Lunch,32,2,14,33,4,4,2,20,67,,8,2,41,26,5,7,1,0,0,0,0,0,0,15:00.0,2018,6,2,26,28,1,Seafood,89
46,FRA,2.01806E+11,ADX,C,Lunch,32,2,14,33,4,4,2,20,67,,8,2,41,26,5,7,1,0,0,0,0,0,0,15:00.0,2018,6,2,26,28,1,Poultry,89
46,FRA,2.01806E+11,ADX,C,Lunch,32,2,14,33,4,4,2,20,67,,8,2,41,26,5,7,0,0,0,1,0,0,0,15:00.0,2018,6,2,26,28,1,Red Meat,89
3,DXB,2.01806E+11,BLH,C,Lunch,12,3,8,34,6,11,3,26,45,,,4,6,29,13,22,1,0,0,0,0,0,0,15:00.0,2018,6,2,26,29,1,Red Meat,74
3,DXB,2.01806E+11,BLH,C,Lunch,12,3,8,34,6,11,3,26,45,,,4,6,29,13,22,1,0,0,0,0,0,0,15:00.0,2018,6,2,26,29,1,Poultry,74
3,DXB,2.01806E+11,BLH,C,Lunch,12,3,8,34,6,11,3,26,45,,,4,6,29,13,22,1,0,0,0,0,0,0,15:00.0,2018,6,2,26,29,1,Seafood,74
87,DXB,2.01806E+11,BZR,C,Lunch,28,13,16,34,2,7,13,32,55,,5,,44,38,2,11,1,0,0,0,0,0,0,40:00.0,2018,6,2,26,29,1,Seafood,100
87,DXB,2.01806E+11,BZR,C,Lunch,28,13,16,34,2,7,13,32,55,,5,,44,38,2,11,1,0,0,0,0,0,0,40:00.0,2018,6,2,26,29,1,Poultry,100
87,DXB,2.01806E+11,BZR,C,Lunch,28,13,16,34,2,7,13,32,55,,5,,44,38,2,11,1,0,0,0,0,0,0,40:00.0,2018,6,2,26,29,1,Red Meat,100
407,MEL,2.01806E+11,LDX,A,Dinner,5,,7,25,3,38,,33,45,,,,1,4,35,38,1,0,0,0,0,0,0,25:00.0,2018,6,2,26,29,1,Red Meat,78
407,MEL,2.01806E+11,LDX,A,Dinner,5,,7,25,3,38,,33,45,,,,1,4,35,38,0,0,0,1,0,0,0,25:00.0,2018,6,2,26,29,1,Seafood,78
407,MEL,2.01806E+11,LDX,A,Dinner,5,,7,25,3,38,,33,45,,,,1,4,35,38,0,0,0,1,0,0,0,25:00.0,2018,6,2,26,29,1,Poultry,78
30,LHR,2.01806E+11,RDX,C,Lunch,31,3,15,40,,2,2,35,54,,10,1,41,36,,3,1,0,0,0,0,0,0,55:00.0,2018,6,2,25,24,1,Red Meat,90
30,LHR,2.01806E+11,RDX,C,Lunch,31,3,15,40,,2,2,35,54,,10,1,41,36,,3,1,0,0,0,0,0,0,55:00.0,2018,6,2,25,24,1,Poultry,90
30,LHR,2.01806E+11,RDX,C,Lunch,31,3,15,40,,2,2,35,54,,10,1,41,36,,3,1,0,0,0,0,0,0,55:00.0,2018,6,2,25,24,1,Seafood,90
50,MUC,2.01806E+11,CDX,C,Lunch,23,5,10,12,1,1,3,24,25,,,,37,4,10,1,1,0,0,0,0,0,0,40:00.0,2018,6,2,26,28,1,Poultry,50
50,MUC,2.01806E+11,CDX,C,Lunch,23,5,10,12,1,1,3,24,25,,,,37,4,10,1,0,0,0,1,0,0,0,40:00.0,2018,6,2,26,28,1,Red Meat,50
50,MUC,2.01806E+11,CDX,C,Lunch,23,5,10,12,1,1,3,24,25,,,,37,4,10,1,1,0,0,0,0,0,0,40:00.0,2018,6,2,26,28,1,Seafood,50
8,LHR,2.01806E+11,RDX,C,Lunch,21,6,11,39,4,1,6,29,47,,2,8,34,30,7,1,1,0,0,0,0,0,0,05:00.0,2018,6,2,26,26,1,Red Meat,82
8,LHR,2.01806E+11,RDX,C,Lunch,21,6,11,39,4,1,6,29,47,,2,8,34,30,7,1,1,0,0,0,0,0,0,05:00.0,2018,6,2,26,26,1,Seafood,82
8,LHR,2.01806E+11,RDX,C,Lunch,21,6,11,39,4,1,6,29,47,,2,8,34,30,7,1,1,0,0,0,0,0,0,05:00.0,2018,6,2,26,26,1,Poultry,82
73,DXB,2.01806E+11,BCD,C,Lunch,23,8,11,43,3,9,8,35,54,,3,1,22,48,14,9,1,0,0,0,0,0,0,20:00.0,2018,6,2,26,29,1,Seafood,97
73,DXB,2.01806E+11,BCD,C,Lunch,23,8,11,43,3,9,8,35,54,,3,1,22,48,14,9,1,0,0,0,0,0,0,20:00.0,2018,6,2,26,29,1,Poultry,97
73,DXB,2.01806E+11,BCD,C,Lunch,23,8,11,43,3,9,8,35,54,,3,1,22,48,14,9,1,0,0,0,0,0,0,20:00.0,2018,6,2,26,29,1,Red Meat,97
140,PRG,2.01806E+11,GDX,C,Lunch,23,1,5,21,,7,3,21,33,,2,3,26,14,5,7,1,0,0,0,0,0,0,55:00.0,2018,6,2,25,24,1,Red Meat,57
140,PRG,2.01806E+11,GDX,C,Lunch,23,1,5,21,,7,3,21,33,,2,3,26,14,5,7,0,0,0,1,0,0,0,55:00.0,2018,6,2,25,24,1,Seafood,57
140,PRG,2.01806E+11,GDX,C,Lunch,23,1,5,21,,7,3,21,33,,2,3,26,14,5,7,1,0,0,0,0,0,0,55:00.0,2018,6,2,25,24,1,Poultry,57
139,DXB,2.01806E+11,BPR,C,Lunch,21,4,7,31,3,4,3,27,40,,,2,22,26,16,4,1,0,0,0,0,0,0,35:00.0,2018,6,2,26,29,1,Red Meat,69
139,DXB,2.01806E+11,BPR,C,Lunch,21,4,7,31,3,4,3,27,40,,,2,22,26,16,4,1,0,0,0,0,0,0,35:00.0,2018,6,2,26,29,1,Seafood,69
139,DXB,2.01806E+11,BPR,C,Lunch,21,4,7,31,3,4,3,27,40,,,2,22,26,16,4,1,0,0,0,0,0,0,35:00.0,2018,6,2,26,29,1,Poultry,69
3,DXB,2.01806E+11,BLH,C,Lunch,27,3,15,32,4,6,2,27,58,,,3,28,33,16,7,1,0,0,0,0,0,0,15:00.0,2018,6,2,25,24,1,Poultry,86
3,DXB,2.01806E+11,BLH,C,Lunch,27,3,15,32,4,6,2,27,58,,,3,28,33,16,7,1,0,0,0,0,0,0,15:00.0,2018,6,2,25,24,1,Red Meat,86
3,DXB,2.01806E+11,BLH,C,Lunch,27,3,15,32,4,6,2,27,58,,,3,28,33,16,7,1,0,0,0,0,0,0,15:00.0,2018,6,2,25,24,1,Seafood,86
139,DXB,2.01806E+11,BPR,C,Lunch,16,2,5,17,1,3,1,14,29,,2,1,14,22,2,3,1,0,0,0,0,0,0,35:00.0,2018,6,2,26,28,1,Seafood,43
139,DXB,2.01806E+11,BPR,C,Lunch,16,2,5,17,1,3,1,14,29,,2,1,14,22,2,3,1,0,0,0,0,0,0,35:00.0,2018,6,2,26,28,1,Poultry,43
139,DXB,2.01806E+11,BPR,C,Lunch,16,2,5,17,1,3,1,14,29,,2,1,14,22,2,3,1,0,0,0,0,0,0,35:00.0,2018,6,2,26,28,1,Red Meat,43
